episodes_cumulative,winrate,agent#
2500,0.3770000000000003,1
5000,0.2910000000000002,1
7500,0.3760000000000003,1
10000,0.3560000000000002,1
12500,0.4920000000000003,1
15000,0.3560000000000002,1
17500,0.4290000000000003,1
20000,0.3150000000000002,1
22500,0.4420000000000003,1
25000,0.4040000000000003,1
27500,0.4840000000000003,1
30000,0.3130000000000002,1
32500,0.3690000000000002,1
35000,0.5020000000000003,1
37500,0.4270000000000002,1
40000,0.4260000000000002,1
42500,0.5230000000000004,1
45000,0.4690000000000003,1
47500,0.4910000000000003,1
50000,0.5040000000000003,1
52500,0.3950000000000003,1
55000,0.3930000000000003,1
57500,0.3720000000000003,1
60000,0.4560000000000003,1
62500,0.3580000000000002,1
65000,0.3290000000000002,1
67500,0.4110000000000003,1
70000,0.3430000000000002,1
72500,0.5060000000000003,1
75000,0.4890000000000003,1
77500,0.5440000000000004,1
80000,0.4530000000000003,1
82500,0.5280000000000004,1
85000,0.3460000000000002,1
87500,0.4080000000000002,1
90000,0.3540000000000002,1
92500,0.5010000000000003,1
95000,0.5510000000000004,1
97500,0.4840000000000003,1
100000,0.4920000000000003,1
102500,0.5400000000000004,1
105000,0.4840000000000003,1
107500,0.4400000000000003,1
110000,0.4060000000000003,1
112500,0.4410000000000003,1
115000,0.4510000000000003,1
117500,0.3470000000000002,1
120000,0.4920000000000003,1
122500,0.5320000000000004,1
125000,0.4190000000000002,1
127500,0.4900000000000003,1
130000,0.4340000000000003,1
132500,0.4600000000000003,1
135000,0.3910000000000002,1
137500,0.4250000000000003,1
140000,0.4210000000000002,1
142500,0.4470000000000003,1
145000,0.4160000000000002,1
147500,0.4860000000000004,1
150000,0.4890000000000003,1
152500,0.4470000000000003,1
155000,0.3920000000000003,1
157500,0.4490000000000003,1
160000,0.4110000000000003,1
162500,0.3990000000000003,1
165000,0.4120000000000003,1
167500,0.4580000000000003,1
170000,0.3250000000000002,1
172500,0.4170000000000002,1
175000,0.4340000000000003,1
177500,0.4650000000000003,1
180000,0.5520000000000004,1
182500,0.5830000000000004,1
185000,0.5500000000000004,1
187500,0.5260000000000004,1
190000,0.4680000000000003,1
192500,0.4750000000000003,1
195000,0.4770000000000003,1
197500,0.5560000000000004,1
200000,0.4250000000000003,1
202500,0.3880000000000003,1
205000,0.4200000000000003,1
207500,0.4570000000000003,1
210000,0.4380000000000003,1
212500,0.4680000000000003,1
215000,0.5590000000000004,1
217500,0.4840000000000003,1
220000,0.4740000000000003,1
222500,0.4810000000000003,1
225000,0.3850000000000003,1
227500,0.4690000000000003,1
230000,0.4510000000000003,1
232500,0.5040000000000003,1
235000,0.4370000000000003,1
