MC-N,17,800,0.7300000000000004
MC-N,17,800,0.7900000000000005
MC-N,17,800,0.7700000000000005
MC-N,17,800,0.7500000000000004
MC-N,17,800,0.8500000000000005
MC-N,17,800,0.7600000000000005
MC-N,17,800,0.8000000000000005
MC-N,17,800,0.8500000000000005
MC-N,17,800,0.8100000000000005
MC-N,17,800,0.7900000000000005
MC-N,18,800,0.8600000000000005
MC-N,18,800,0.8200000000000005
MC-N,18,800,0.7600000000000005
MC-N,18,800,0.7700000000000005
MC-N,18,800,0.8300000000000005
MC-N,18,800,0.8300000000000005
MC-N,18,800,0.8100000000000005
MC-N,18,800,0.7800000000000005
MC-N,18,800,0.7500000000000004
MC-N,18,800,0.8000000000000005
MC-N,19,800,0.7700000000000005
MC-N,19,800,0.7900000000000005
MC-N,19,800,0.8100000000000005
MC-N,19,800,0.7900000000000005
MC-N,19,800,0.7600000000000005
MC-N,19,800,0.8800000000000006
MC-N,19,800,0.8300000000000005
MC-N,19,800,0.8300000000000005
MC-N,19,800,0.7900000000000005
MC-N,19,800,0.7800000000000005
MC-N,20,800,0.8300000000000005
MC-N,20,800,0.8300000000000005
MC-N,20,800,0.7700000000000005
MC-N,20,800,0.8000000000000005
MC-N,20,800,0.8200000000000005
MC-N,20,800,0.8500000000000005
MC-N,20,800,0.7800000000000005
MC-N,20,800,0.7300000000000004
MC-N,20,800,0.8200000000000005
MC-N,20,800,0.8100000000000005
MC-N,21,800,0.7800000000000005
MC-N,21,800,0.7600000000000005
MC-N,21,800,0.7700000000000005
MC-N,21,800,0.7800000000000005
MC-N,21,800,0.8600000000000005
MC-N,21,800,0.7700000000000005
MC-N,21,800,0.8500000000000005
MC-N,21,800,0.8400000000000005
MC-N,21,800,0.7500000000000004
MC-N,21,800,0.8200000000000005
MC-N,22,800,0.8300000000000005
MC-N,22,800,0.8600000000000005
MC-N,22,800,0.7800000000000005
MC-N,22,800,0.7600000000000005
MC-N,22,800,0.8800000000000006
MC-N,22,800,0.8100000000000005
MC-N,22,800,0.7700000000000005
MC-N,22,800,0.7600000000000005
MC-N,22,800,0.8000000000000005
MC-N,22,800,0.8500000000000005
MC-N,23,800,0.7900000000000005
MC-N,23,800,0.7500000000000004
MC-N,23,800,0.8500000000000005
MC-N,23,800,0.8300000000000005
MC-N,23,800,0.8300000000000005
MC-N,23,800,0.8000000000000005
MC-N,23,800,0.8400000000000005
MC-N,23,800,0.8000000000000005
MC-N,23,800,0.8100000000000005
MC-N,23,800,0.8700000000000006
MC-N,17,1000,0.6800000000000004
MC-N,17,1000,0.8000000000000005
MC-N,17,1000,0.7200000000000004
MC-N,17,1000,0.7700000000000005
MC-N,17,1000,0.8300000000000005
MC-N,17,1000,0.8100000000000005
MC-N,17,1000,0.8500000000000005
MC-N,17,1000,0.8300000000000005
MC-N,17,1000,0.8500000000000005
MC-N,17,1000,0.7700000000000005
MC-N,18,1000,0.8600000000000005
MC-N,18,1000,0.8200000000000005
MC-N,18,1000,0.7500000000000004
MC-N,18,1000,0.8400000000000005
MC-N,18,1000,0.8500000000000005
MC-N,18,1000,0.8200000000000005
MC-N,18,1000,0.8200000000000005
MC-N,18,1000,0.8100000000000005
MC-N,18,1000,0.8100000000000005
MC-N,18,1000,0.8300000000000005
MC-N,19,1000,0.7500000000000004
MC-N,19,1000,0.7600000000000005
MC-N,19,1000,0.8400000000000005
MC-N,19,1000,0.7800000000000005
MC-N,19,1000,0.8000000000000005
MC-N,19,1000,0.7900000000000005
MC-N,19,1000,0.7700000000000005
MC-N,19,1000,0.8200000000000005
MC-N,19,1000,0.8300000000000005
MC-N,19,1000,0.7800000000000005
MC-N,20,1000,0.8400000000000005
MC-N,20,1000,0.8000000000000005
MC-N,20,1000,0.8000000000000005
MC-N,20,1000,0.7600000000000005
MC-N,20,1000,0.7700000000000005
MC-N,20,1000,0.7800000000000005
MC-N,20,1000,0.8000000000000005
MC-N,20,1000,0.8100000000000005
MC-N,20,1000,0.8200000000000005
