Agent_name,Rollout Depth, Iterations, Winrate
MCTSE,2000,125,21,450,1.0
MCTSE,2000,125,21,450,1.0
MCTSE,2000,125,21,450,0.8
MCTSE,2000,125,21,450,0.6000000000000001
MCTSE,2000,125,21,450,0.6000000000000001
MCTSE,2000,125,21,450,1.0
MCTSE,2000,125,21,450,0.8
MCTSE,2000,125,21,450,0.6
MCTSE,2000,125,21,450,1.0
MCTSE,2000,125,21,450,0.8
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,0.20000000000000004
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,0.8
MCTSE,2000,125,21,500,0.4
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,0.8
MCTSE,2000,125,21,500,0.8
MCTSE,2000,125,21,500,0.6
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,1.0
MCTSE,2000,125,21,500,0.8
MCTSE,2000,125,21,500,0.8
MCTSE,2000,125,21,500,0.8
MCTSE,2000,125,21,500,1.0
MCTSE,2000,150,21,450,1.0
MCTSE,2000,150,21,450,1.0
MCTSE,2000,150,21,450,0.8
MCTSE,2000,150,21,450,0.8
MCTSE,2000,150,21,450,1.0
MCTSE,2000,150,21,450,0.6
MCTSE,2000,150,21,450,1.0
MCTSE,2000,150,21,450,1.0
MCTSE,2000,150,21,450,0.8
MCTSE,2000,150,21,450,0.8
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,0.8
MCTSE,2000,150,21,500,0.6
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,0.8
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,0.8
MCTSE,2000,150,21,500,0.8
MCTSE,2000,150,21,500,0.6000000000000001
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,0.8
MCTSE,2000,150,21,500,0.6000000000000001
MCTSE,2000,150,21,500,0.8
MCTSE,2000,150,21,500,0.6000000000000001
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,1.0
MCTSE,2000,150,21,500,1.0
MCTSE,2000,175,21,450,0.8
MCTSE,2000,175,21,450,0.6000000000000001
MCTSE,2000,175,21,450,0.8
MCTSE,2000,175,21,450,1.0
MCTSE,2000,175,21,450,1.0
MCTSE,2000,175,21,450,1.0
MCTSE,2000,175,21,450,1.0
MCTSE,2000,175,21,450,0.8
MCTSE,2000,175,21,450,1.0
MCTSE,2000,175,21,450,0.8
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,0.8
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,0.8
MCTSE,2000,175,21,500,0.8
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,0.8
MCTSE,2000,175,21,500,0.6
MCTSE,2000,175,21,500,0.8
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,0.6000000000000001
MCTSE,2000,175,21,500,0.6000000000000001
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,0.8
MCTSE,2000,175,21,500,1.0
MCTSE,2000,175,21,500,0.8
MCTSE,2000,175,21,500,1.0
MCTSE,2000,125,22,450,0.8
MCTSE,2000,125,22,450,0.4
MCTSE,2000,125,22,450,0.8
MCTSE,2000,125,22,450,0.8
MCTSE,2000,125,22,450,1.0
MCTSE,2000,125,22,450,1.0
MCTSE,2000,125,22,450,1.0
MCTSE,2000,125,22,450,0.8
