Agent_name,Rollout Depth, Iterations, Winrate
MC-N,22,1200,0.5550000000000003
MC-N,22,1200,0.5000000000000002
MC-N,23,1200,0.5700000000000003
MC-N,23,1200,0.5900000000000003
MC-N,23,1200,0.6050000000000003
MC-N,23,1200,0.5700000000000003
MC-N,23,1200,0.5250000000000002
MC-N,23,1200,0.6600000000000004
MC-N,23,1200,0.5300000000000002
MC-N,23,1200,0.5300000000000002
MC-N,23,1200,0.6050000000000003
MC-N,23,1200,0.6100000000000003
MC-N,17,1400,0.6100000000000003
MC-N,17,1400,0.6000000000000003
MC-N,17,1400,0.5350000000000003
MC-N,17,1400,0.5400000000000003
MC-N,17,1400,0.5550000000000003
MC-N,17,1400,0.5750000000000003
MC-N,17,1400,0.5550000000000003
MC-N,17,1400,0.6000000000000003
MC-N,17,1400,0.5600000000000003
MC-N,17,1400,0.6000000000000003
MC-N,18,1400,0.5750000000000003
MC-N,18,1400,0.5700000000000003
MC-N,18,1400,0.5150000000000002
MC-N,18,1400,0.6700000000000004
MC-N,18,1400,0.6200000000000003
MC-N,18,1400,0.5600000000000003
MC-N,18,1400,0.5650000000000003
MC-N,18,1400,0.5150000000000003
MC-N,18,1400,0.5350000000000003
MC-N,18,1400,0.6350000000000003
MC-N,19,1400,0.6500000000000004
MC-N,19,1400,0.5850000000000003
MC-N,19,1400,0.4550000000000002
MC-N,19,1400,0.5150000000000002
MC-N,19,1400,0.6850000000000005
MC-N,19,1400,0.6000000000000003
MC-N,19,1400,0.6050000000000003
MC-N,19,1400,0.5000000000000002
MC-N,19,1400,0.5600000000000003
MC-N,19,1400,0.4900000000000002
MC-N,20,1400,0.5700000000000003
MC-N,20,1400,0.5700000000000003
MC-N,20,1400,0.5950000000000003
MC-N,20,1400,0.5000000000000002
MC-N,20,1400,0.5800000000000003
MC-N,20,1400,0.6100000000000003
MC-N,20,1400,0.5700000000000003
MC-N,20,1400,0.5450000000000003
MC-N,20,1400,0.5200000000000002
MC-N,20,1400,0.6300000000000003
MC-N,21,1400,0.6250000000000004
MC-N,21,1400,0.5800000000000003
MC-N,21,1400,0.6000000000000003
MC-N,21,1400,0.5950000000000003
MC-N,21,1400,0.5250000000000002
MC-N,21,1400,0.5650000000000003
MC-N,21,1400,0.5750000000000003
MC-N,21,1400,0.5850000000000003
MC-N,21,1400,0.5800000000000003
MC-N,21,1400,0.5500000000000003
MC-N,22,1400,0.5350000000000003
MC-N,22,1400,0.6300000000000003
MC-N,22,1400,0.5700000000000003
MC-N,22,1400,0.6150000000000003
MC-N,22,1400,0.5750000000000003
MC-N,22,1400,0.6500000000000004
MC-N,22,1400,0.5900000000000003
MC-N,22,1400,0.6050000000000003
MC-N,22,1400,0.5900000000000003
MC-N,22,1400,0.6050000000000003
MC-N,23,1400,0.5500000000000003
MC-N,23,1400,0.5450000000000003
MC-N,23,1400,0.5950000000000003
MC-N,23,1400,0.5850000000000003
MC-N,23,1400,0.5550000000000003
MC-N,23,1400,0.5500000000000003
MC-N,23,1400,0.6250000000000003
MC-N,23,1400,0.5700000000000003
MC-N,23,1400,0.6750000000000003
MC-N,23,1400,0.5450000000000003
MC-N,17,1600,0.5200000000000002
MC-N,17,1600,0.5400000000000003
MC-N,17,1600,0.5750000000000003
MC-N,17,1600,0.4950000000000002
MC-N,17,1600,0.5650000000000003
MC-N,17,1600,0.6450000000000004
MC-N,17,1600,0.5950000000000003
MC-N,17,1600,0.5250000000000002
MC-N,17,1600,0.6750000000000003
MC-N,17,1600,0.6050000000000003
MC-N,18,1600,0.5650000000000003
MC-N,18,1600,0.5600000000000003
MC-N,18,1600,0.5500000000000003
MC-N,18,1600,0.5900000000000003
MC-N,18,1600,0.5200000000000002
MC-N,18,1600,0.6350000000000003
MC-N,18,1600,0.5850000000000003
MC-N,18,1600,0.5150000000000002
MC-N,18,1600,0.5700000000000003
MC-N,18,1600,0.5800000000000003
MC-N,19,1600,0.5850000000000003
MC-N,19,1600,0.5950000000000003
MC-N,19,1600,0.5150000000000002
MC-N,19,1600,0.5450000000000003
MC-N,19,1600,0.5500000000000003
MC-N,19,1600,0.5850000000000003
MC-N,19,1600,0.6550000000000002
MC-N,19,1600,0.6050000000000003
MC-N,19,1600,0.5950000000000003
MC-N,19,1600,0.5900000000000003
MC-N,20,1600,0.6100000000000003
MC-N,20,1600,0.6150000000000003
MC-N,20,1600,0.5050000000000002
MC-N,20,1600,0.5850000000000003
MC-N,20,1600,0.6100000000000003
MC-N,20,1600,0.6200000000000003
MC-N,20,1600,0.6100000000000003
MC-N,20,1600,0.5300000000000002
MC-N,20,1600,0.5700000000000003
MC-N,20,1600,0.6150000000000003
MC-N,21,1600,0.5800000000000003
MC-N,21,1600,0.5950000000000003
MC-N,21,1600,0.5600000000000003
MC-N,21,1600,0.5650000000000003
MC-N,21,1600,0.6000000000000003
MC-N,21,1600,0.4800000000000002
MC-N,21,1600,0.5950000000000003
MC-N,21,1600,0.5600000000000003
MC-N,21,1600,0.6700000000000004
MC-N,21,1600,0.5800000000000003
MC-N,22,1600,0.5600000000000003
MC-N,22,1600,0.5000000000000002
MC-N,22,1600,0.6500000000000004
MC-N,22,1600,0.6300000000000003
MC-N,22,1600,0.5500000000000003
MC-N,22,1600,0.6500000000000004
MC-N,22,1600,0.5600000000000003
MC-N,22,1600,0.6100000000000003
MC-N,22,1600,0.6150000000000003
MC-N,22,1600,0.5550000000000003
MC-N,23,1600,0.6150000000000003
MC-N,23,1600,0.6550000000000005
MC-N,23,1600,0.5250000000000002
MC-N,23,1600,0.5500000000000003
MC-N,23,1600,0.5950000000000003
MC-N,23,1600,0.5800000000000003
MC-N,23,1600,0.5600000000000003
MC-N,23,1600,0.5350000000000003
MC-N,23,1600,0.6750000000000003
MC-N,23,1600,0.5750000000000003
MC-N,17,1800,0.5800000000000003
MC-N,17,1800,0.6100000000000003
MC-N,17,1800,0.5400000000000003
MC-N,17,1800,0.6400000000000003
MC-N,17,1800,0.5300000000000002
MC-N,17,1800,0.5250000000000002
MC-N,17,1800,0.5750000000000003
MC-N,17,1800,0.5400000000000003
MC-N,17,1800,0.6350000000000003
MC-N,17,1800,0.5250000000000002
MC-N,18,1800,0.5800000000000003
MC-N,18,1800,0.5550000000000003
MC-N,18,1800,0.4900000000000002
MC-N,18,1800,0.6300000000000003
MC-N,18,1800,0.5350000000000003
MC-N,18,1800,0.5150000000000002
MC-N,18,1800,0.5550000000000003
MC-N,18,1800,0.6100000000000003
MC-N,18,1800,0.5500000000000003
MC-N,18,1800,0.5700000000000003
MC-N,19,1800,0.6050000000000003
MC-N,19,1800,0.5450000000000003
MC-N,19,1800,0.5750000000000003
MC-N,19,1800,0.6100000000000003
MC-N,19,1800,0.5500000000000003
MC-N,19,1800,0.5800000000000003
MC-N,19,1800,0.5650000000000003
MC-N,19,1800,0.5700000000000003
MC-N,19,1800,0.5400000000000003
MC-N,19,1800,0.5600000000000003
MC-N,20,1800,0.5700000000000003
MC-N,20,1800,0.6000000000000003
MC-N,20,1800,0.6100000000000003
MC-N,20,1800,0.6300000000000003
MC-N,20,1800,0.5550000000000003
MC-N,20,1800,0.6000000000000003
MC-N,20,1800,0.5700000000000003
MC-N,20,1800,0.6000000000000003
MC-N,20,1800,0.6250000000000003
MC-N,20,1800,0.5750000000000003
MC-N,21,1800,0.5650000000000003
MC-N,21,1800,0.5600000000000003
MC-N,21,1800,0.5500000000000003
MC-N,21,1800,0.6050000000000003
MC-N,21,1800,0.5700000000000003
MC-N,21,1800,0.5800000000000003
MC-N,21,1800,0.6100000000000003
MC-N,21,1800,0.6750000000000005
MC-N,21,1800,0.5950000000000003
MC-N,21,1800,0.6100000000000003
MC-N,22,1800,0.6050000000000003
MC-N,22,1800,0.5250000000000002
MC-N,22,1800,0.5400000000000003
MC-N,22,1800,0.6050000000000003
MC-N,22,1800,0.5800000000000003
MC-N,22,1800,0.6050000000000003
MC-N,22,1800,0.5250000000000002
MC-N,22,1800,0.5400000000000003
MC-N,22,1800,0.5800000000000003
MC-N,22,1800,0.5950000000000003
MC-N,23,1800,0.5700000000000003
MC-N,23,1800,0.5200000000000002
MC-N,23,1800,0.5750000000000003
MC-N,23,1800,0.6300000000000003
MC-N,23,1800,0.5600000000000003
MC-N,23,1800,0.5400000000000003
MC-N,23,1800,0.5400000000000003
MC-N,23,1800,0.6150000000000003
MC-N,23,1800,0.5500000000000003
MC-N,23,1800,0.5850000000000003
MC-N,17,2000,0.5450000000000003
MC-N,17,2000,0.6350000000000003
MC-N,17,2000,0.5600000000000003
MC-N,17,2000,0.5900000000000003
MC-N,17,2000,0.5750000000000003
MC-N,17,2000,0.5450000000000003
MC-N,17,2000,0.5300000000000002
MC-N,17,2000,0.5600000000000003
MC-N,17,2000,0.6150000000000003
MC-N,17,2000,0.5250000000000002
MC-N,18,2000,0.5450000000000003
MC-N,18,2000,0.6200000000000003
MC-N,18,2000,0.5700000000000003
MC-N,18,2000,0.5900000000000003
MC-N,18,2000,0.5850000000000003
MC-N,18,2000,0.6400000000000003
MC-N,18,2000,0.5700000000000003
MC-N,18,2000,0.5000000000000002
MC-N,18,2000,0.6000000000000003
MC-N,18,2000,0.5150000000000002
MC-N,19,2000,0.5900000000000003
MC-N,19,2000,0.5850000000000003
MC-N,19,2000,0.5950000000000003
MC-N,19,2000,0.6100000000000003
MC-N,19,2000,0.6150000000000003
MC-N,19,2000,0.5450000000000003
MC-N,19,2000,0.5500000000000003
MC-N,19,2000,0.5500000000000003
MC-N,19,2000,0.5700000000000003
MC-N,19,2000,0.6550000000000004
MC-N,20,2000,0.6100000000000003
MC-N,20,2000,0.5850000000000003
MC-N,20,2000,0.5750000000000003
MC-N,20,2000,0.6250000000000003
MC-N,20,2000,0.5500000000000003
MC-N,20,2000,0.5250000000000002
MC-N,20,2000,0.5950000000000003
MC-N,20,2000,0.5550000000000003
MC-N,20,2000,0.5600000000000003
MC-N,20,2000,0.5750000000000003
MC-N,21,2000,0.5400000000000003
MC-N,21,2000,0.5850000000000003
MC-N,21,2000,0.6100000000000003
MC-N,21,2000,0.5850000000000003
MC-N,21,2000,0.5800000000000003
MC-N,21,2000,0.5900000000000003
MC-N,21,2000,0.6200000000000003
MC-N,21,2000,0.5600000000000003
MC-N,21,2000,0.6400000000000003
MC-N,21,2000,0.5400000000000003
MC-N,22,2000,0.5950000000000003
MC-N,22,2000,0.6150000000000003
MC-N,22,2000,0.6350000000000003
MC-N,22,2000,0.5850000000000003
MC-N,22,2000,0.5900000000000003
MC-N,22,2000,0.6350000000000003
MC-N,22,2000,0.6150000000000003
MC-N,22,2000,0.5500000000000003
MC-N,22,2000,0.5550000000000003
MC-N,22,2000,0.6700000000000004
MC-N,23,2000,0.5700000000000003
MC-N,23,2000,0.5950000000000003
MC-N,23,2000,0.5850000000000003
MC-N,23,2000,0.6300000000000003
MC-N,23,2000,0.6150000000000003
MC-N,23,2000,0.5850000000000003
MC-N,23,2000,0.6400000000000003
MC-N,23,2000,0.5800000000000003
MC-N,23,2000,0.6350000000000003
MC-N,23,2000,0.6250000000000003
MC-N,17,2200,0.5750000000000003
MC-N,17,2200,0.5850000000000003
MC-N,17,2200,0.5700000000000003
MC-N,17,2200,0.4950000000000002
MC-N,17,2200,0.5000000000000002
MC-N,17,2200,0.6000000000000003
MC-N,17,2200,0.6150000000000003
MC-N,17,2200,0.4800000000000002
MC-N,17,2200,0.6000000000000003
MC-N,17,2200,0.6300000000000003
MC-N,18,2200,0.5400000000000003
MC-N,18,2200,0.6100000000000003
MC-N,18,2200,0.6250000000000003
MC-N,18,2200,0.5450000000000003
MC-N,18,2200,0.5500000000000003
MC-N,18,2200,0.6750000000000005
MC-N,18,2200,0.5750000000000003
MC-N,18,2200,0.5400000000000003
MC-N,18,2200,0.5500000000000003
MC-N,18,2200,0.6200000000000003
MC-N,19,2200,0.5600000000000003
MC-N,19,2200,0.6000000000000003
MC-N,19,2200,0.5000000000000002
MC-N,19,2200,0.5600000000000003
MC-N,19,2200,0.6150000000000003
MC-N,19,2200,0.5500000000000003
MC-N,19,2200,0.5700000000000003
MC-N,19,2200,0.6250000000000003
MC-N,19,2200,0.6000000000000003
MC-N,19,2200,0.5450000000000003
MC-N,20,2200,0.5650000000000003
MC-N,20,2200,0.6200000000000003
MC-N,20,2200,0.6000000000000003
MC-N,20,2200,0.6100000000000003
MC-N,20,2200,0.5750000000000003
MC-N,20,2200,0.6000000000000004
MC-N,20,2200,0.5950000000000003
MC-N,20,2200,0.6100000000000003
MC-N,20,2200,0.5600000000000003
MC-N,20,2200,0.6550000000000005
MC-N,21,2200,0.6150000000000003
MC-N,21,2200,0.6700000000000004
MC-N,21,2200,0.5750000000000003
MC-N,21,2200,0.5500000000000003
MC-N,21,2200,0.6100000000000003
MC-N,21,2200,0.6450000000000004
MC-N,21,2200,0.5300000000000002
MC-N,21,2200,0.6450000000000002
MC-N,21,2200,0.6700000000000004
MC-N,21,2200,0.5800000000000003
MC-N,22,2200,0.6000000000000003
MC-N,22,2200,0.5950000000000003
MC-N,22,2200,0.6450000000000004
MC-N,22,2200,0.5750000000000003
MC-N,22,2200,0.6850000000000005
MC-N,22,2200,0.6600000000000004
MC-N,22,2200,0.6550000000000004
MC-N,22,2200,0.6150000000000003
MC-N,22,2200,0.5600000000000003
MC-N,22,2200,0.5950000000000003
MC-N,23,2200,0.5550000000000003
MC-N,23,2200,0.5550000000000003
MC-N,23,2200,0.5700000000000003
MC-N,23,2200,0.5550000000000004
MC-N,23,2200,0.6750000000000005
MC-N,23,2200,0.5850000000000003
MC-N,23,2200,0.5950000000000003
MC-N,23,2200,0.5400000000000003
MC-N,23,2200,0.6350000000000003
MC-N,23,2200,0.6000000000000003
MC-N,17,2400,0.5800000000000003
MC-N,17,2400,0.5750000000000003
MC-N,17,2400,0.5950000000000003
MC-N,17,2400,0.6300000000000003
MC-N,17,2400,0.6250000000000003
MC-N,17,2400,0.5950000000000003
MC-N,17,2400,0.5200000000000002
MC-N,17,2400,0.5850000000000003
MC-N,17,2400,0.6000000000000003
MC-N,17,2400,0.5350000000000003
MC-N,18,2400,0.6450000000000004
MC-N,18,2400,0.5550000000000003
MC-N,18,2400,0.6000000000000003
MC-N,18,2400,0.5650000000000003
MC-N,18,2400,0.6450000000000004
MC-N,18,2400,0.5600000000000003
MC-N,18,2400,0.5850000000000003
MC-N,18,2400,0.5750000000000003
MC-N,18,2400,0.5900000000000003
MC-N,18,2400,0.5300000000000002
MC-N,19,2400,0.7050000000000005
MC-N,19,2400,0.6550000000000004
MC-N,19,2400,0.5350000000000003
MC-N,19,2400,0.5500000000000003
MC-N,19,2400,0.5350000000000003
MC-N,19,2400,0.6250000000000003
MC-N,19,2400,0.5900000000000003
MC-N,19,2400,0.5700000000000003
MC-N,19,2400,0.5950000000000003
MC-N,19,2400,0.6100000000000003
MC-N,20,2400,0.6150000000000003
MC-N,20,2400,0.5800000000000003
MC-N,20,2400,0.5450000000000003
MC-N,20,2400,0.5400000000000003
MC-N,20,2400,0.5800000000000003
MC-N,20,2400,0.6600000000000004
MC-N,20,2400,0.5400000000000003
MC-N,20,2400,0.5400000000000003
MC-N,20,2400,0.6200000000000003
MC-N,20,2400,0.5850000000000003
MC-N,21,2400,0.5550000000000003
MC-N,21,2400,0.5950000000000003
MC-N,21,2400,0.6300000000000003
MC-N,21,2400,0.5800000000000003
MC-N,21,2400,0.5800000000000003
MC-N,21,2400,0.6350000000000003
MC-N,21,2400,0.5750000000000003
MC-N,21,2400,0.7050000000000005
MC-N,21,2400,0.4650000000000002
MC-N,21,2400,0.5900000000000003
MC-N,22,2400,0.5650000000000003
MC-N,22,2400,0.6100000000000003
MC-N,22,2400,0.5950000000000003
MC-N,22,2400,0.5550000000000003
MC-N,22,2400,0.5750000000000003
MC-N,22,2400,0.6400000000000003
MC-N,22,2400,0.6500000000000004
MC-N,22,2400,0.5750000000000003
MC-N,22,2400,0.6250000000000003
MC-N,22,2400,0.6100000000000003
MC-N,23,2400,0.5600000000000003
MC-N,23,2400,0.5150000000000002
MC-N,23,2400,0.6050000000000003
MC-N,23,2400,0.6550000000000002
MC-N,23,2400,0.6300000000000003
MC-N,23,2400,0.6300000000000003
MC-N,23,2400,0.5750000000000003
MC-N,23,2400,0.5450000000000003
MC-N,23,2400,0.6700000000000004
MC-N,23,2400,0.5500000000000003
MC-N,17,2600,0.5450000000000003
MC-N,17,2600,0.6050000000000003
MC-N,17,2600,0.5100000000000002
MC-N,17,2600,0.5700000000000003
MC-N,17,2600,0.5250000000000002
MC-N,17,2600,0.5650000000000003
MC-N,17,2600,0.5600000000000003
MC-N,17,2600,0.5350000000000003
MC-N,17,2600,0.5950000000000003
MC-N,17,2600,0.5300000000000002
MC-N,18,2600,0.5600000000000003
MC-N,18,2600,0.6200000000000003
MC-N,18,2600,0.5450000000000003
MC-N,18,2600,0.6250000000000003
MC-N,18,2600,0.5450000000000003
MC-N,18,2600,0.5600000000000003
MC-N,18,2600,0.5100000000000002
MC-N,18,2600,0.5400000000000003
MC-N,18,2600,0.5500000000000003
MC-N,18,2600,0.6250000000000003
MC-N,19,2600,0.5450000000000003
MC-N,19,2600,0.5450000000000003
MC-N,19,2600,0.5750000000000003
MC-N,19,2600,0.5300000000000002
MC-N,19,2600,0.5900000000000003
MC-N,19,2600,0.6600000000000004
MC-N,19,2600,0.5600000000000003
MC-N,19,2600,0.6300000000000003
MC-N,19,2600,0.6350000000000003
MC-N,19,2600,0.5650000000000003
MC-N,20,2600,0.6350000000000003
MC-N,20,2600,0.6050000000000003
MC-N,20,2600,0.5400000000000003
MC-N,20,2600,0.5800000000000003
MC-N,20,2600,0.5800000000000003
MC-N,20,2600,0.5750000000000003
MC-N,20,2600,0.6000000000000003
MC-N,20,2600,0.6250000000000003
MC-N,20,2600,0.5900000000000003
MC-N,20,2600,0.6400000000000003
MC-N,21,2600,0.6400000000000003
MC-N,21,2600,0.6200000000000003
MC-N,21,2600,0.5800000000000003
MC-N,21,2600,0.6750000000000004
MC-N,21,2600,0.6000000000000003
MC-N,21,2600,0.5700000000000003
MC-N,21,2600,0.5800000000000003
MC-N,21,2600,0.5500000000000003
MC-N,21,2600,0.5750000000000003
MC-N,21,2600,0.5500000000000003
MC-N,22,2600,0.6000000000000003
MC-N,22,2600,0.6200000000000003
MC-N,22,2600,0.5050000000000002
MC-N,22,2600,0.6150000000000004
MC-N,22,2600,0.6200000000000003
MC-N,22,2600,0.6250000000000003
MC-N,22,2600,0.5850000000000003
MC-N,22,2600,0.5700000000000003
MC-N,22,2600,0.5850000000000003
MC-N,22,2600,0.6450000000000005
MC-N,23,2600,0.6200000000000003
MC-N,23,2600,0.5250000000000002
MC-N,23,2600,0.5450000000000003
MC-N,23,2600,0.6050000000000003
MC-N,23,2600,0.5650000000000003
MC-N,23,2600,0.6450000000000004
MC-N,23,2600,0.5600000000000003
MC-N,23,2600,0.5350000000000003
MC-N,23,2600,0.6150000000000003
MC-N,23,2600,0.5650000000000003
